,pca,tsne,_step,_wandb,_runtime,_timestamp,max_accuracy,knn,lr,k_wl,seed,tags,model,k_fold,dataset,batch_size,gnn_kwargs,max_epochs,mlp_kwargs,num_repition,wl_convergence,encoding_kwargs,transformer_kwargs,Tags,name,run_id,num_epochs,val_accuracy,test_accuracy,num_epochs_std,val_accuracy_std,test_accuracy_std,train_accuracy,train_accuracy_std,jk,act,norm,device,dropout,act_first,num_layers,hidden_channels,embedding_dim,Shannon Diversity,1-WL Accuracy,dataset_names,wl_max_iterations,model_type
1365,,,0.0,{'runtime': 5492},5493.696177005768,1685659999.686644,,,0.07653138697260338,1.0,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,PROTEINS,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.16190448809430102, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.10420783360295144, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 01.06.2023 23:21:44,pzxx4rv2,105.0999984741211,61.22771453857422,60.411190032958984,2.3925905227661133,4.747758388519287,6.119752883911133,60.89268493652344,2.0143892765045166,cat,relu,batch_norm,cpu,0.10420783360295144,False,4.0,128.0,,,,,,GNN
1366,,,0.0,{'runtime': 3412},3413.9468381404877,1685657081.431477,,,0.0019903550397525217,1.0,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,PROTEINS,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.17788858527072893, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.09099904847459934, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 01.06.2023 23:07:45,b71njqg3,72.08000183105469,67.62377166748047,65.47506713867188,3.225156307220459,5.460678577423096,6.706697463989258,65.59534454345703,4.9929351806640625,cat,relu,batch_norm,cpu,0.09099904847459934,False,4.0,32.0,,,,,,GNN
1367,,,0.0,{'runtime': 701},702.3647282123566,1685652330.578272,,,0.006697533888634893,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06680020513832495, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 22:33:46,o6foa0eg,83.9800033569336,78.8910903930664,74.47924041748047,3.165438413619995,3.397216796875,4.359284400939941,80.73698425292969,2.698986768722534,,relu,batch_norm,cpu,0.06680020513832495,,5.0,,64.0,,,,,1-WL+NN
1368,,,0.0,{'runtime': 1138},1138.69336104393,1685651752.075635,,,0.07107593679613299,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16790100726264107, 'num_layers': 4}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 22:16:51,7zppytc5,106.94000244140624,69.8415756225586,65.4914779663086,3.2975564002990723,4.945279121398926,4.955262660980225,67.68094635009766,3.436339855194092,,relu,batch_norm,cpu,0.16790100726264107,,4.0,,128.0,,,,,1-WL+NN
1369,,,0.0,{'runtime': 1161},1161.9273617267609,1685651613.4959428,,,0.09712061671426477,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16295642999787863, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 22:14:10,etpxqzsl,107.72000122070312,75.54456329345703,71.45832824707031,3.7690467834472656,5.842970848083496,5.545979022979736,72.80778503417969,3.82135796546936,,relu,batch_norm,cpu,0.16295642999787863,,5.0,,128.0,,,,,1-WL+NN
1370,,,0.0,{'runtime': 821},821.8228569030762,1685650438.4102058,,,0.0467647814893266,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16998174566757093, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 22:00:15,0hz9uq6j,100.9000015258789,70.75247192382812,66.32190704345703,3.2965660095214844,5.077025413513184,5.317586421966553,68.82891845703125,3.702206611633301,,relu,batch_norm,cpu,0.16998174566757093,,5.0,,128.0,,,,,1-WL+NN
1371,,,0.0,{'runtime': 980},981.1515700817108,1685650595.622761,,,0.06581200444804185,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1476882306508708, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 22:00:12,rk4hv85d,106.72000122070312,78.49504852294922,73.67052459716797,3.319945812225342,3.8789358139038086,4.203646183013916,78.15908813476562,2.300466775894165,,relu,batch_norm,cpu,0.1476882306508708,,3.0,,64.0,,,,,1-WL+NN
1372,,,0.0,{'runtime': 303},304.3430278301239,1685649602.253821,,,0.0004620091993082374,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07704350750160179, 'num_layers': 2}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 21:54:56,pqq3wcjt,56.400001525878906,73.42574310302734,70.52558135986328,1.3702375888824463,5.225193500518799,4.892236709594727,71.59112548828125,3.5505306720733643,,relu,batch_norm,cpu,0.07704350750160179,,2.0,,16.0,,,,,1-WL+NN
1373,,,0.0,{'runtime': 735},735.5866470336914,1685649595.903706,,,0.043546878479334014,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.022606042606029983, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 21:47:38,bfbsu3vc,100.87999725341795,75.32672882080078,70.79424285888672,3.1340134143829346,3.5379908084869385,3.909735202789306,77.36019897460938,2.5339200496673584,,relu,batch_norm,cpu,0.022606042606029983,,3.0,,16.0,,,,,1-WL+NN
1374,,,0.0,{'runtime': 641},642.4463469982147,1685649281.608494,,,0.07886556991308981,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.052947520724140065, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 21:43:57,cwiqce4m,107.0999984741211,71.1683120727539,66.26640319824219,3.897932529449463,6.082497596740723,6.289351463317871,69.96989440917969,4.417701244354248,,relu,batch_norm,cpu,0.052947520724140065,,3.0,,64.0,,,,,1-WL+NN
1375,,,0.0,{'runtime': 740},741.4020080566406,1685648846.386841,,,0.013360635148225357,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06527814745944814, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 21:35:03,fqb8o30k,90.26000213623048,77.98019409179688,74.63964080810547,3.3000309467315674,3.7982563972473145,4.216361999511719,81.02357482910156,2.9132590293884277,,relu,batch_norm,cpu,0.06527814745944814,,3.0,,32.0,,,,,1-WL+NN
1376,,,0.0,{'runtime': 626},626.9109389781952,1685648622.88697,,,0.011278933258236515,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16470218503462167, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 21:33:14,o8pyb9xl,88.37999725341797,77.1089096069336,73.312744140625,2.84920334815979,4.038629055023193,4.162208080291748,78.31013488769531,1.9346076250076296,,relu,batch_norm,cpu,0.16470218503462167,,5.0,,16.0,,,,,1-WL+NN
1377,,,0.0,{'runtime': 2189},2189.8012857437134,1685649894.9831886,,,0.01080983060944825,3.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07204503515383609, 'num_layers': 4}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 21:28:23,2twz8dnu,86.76000213623047,82.43243408203125,81.51824951171875,1.2047524452209473,1.863709568977356,1.8120847940444944,90.97987365722656,1.248021960258484,,relu,batch_norm,cuda,0.07204503515383609,,4.0,,128.0,,,,,1-WL+NN
1378,,,0.0,{'runtime': 442},443.2711229324341,1685647978.482825,,,0.0012525397595596149,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.17259897301134772, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 21:25:33,hsh9xv84,68.72000122070312,74.31683349609375,70.36502838134766,1.6167490482330322,4.379748344421387,4.025578022003174,73.90432739257812,2.598966121673584,,relu,batch_norm,cpu,0.17259897301134772,,4.0,,16.0,,,,,1-WL+NN
1379,,,0.0,{'runtime': 928},929.0404720306396,1685648087.293557,,,0.0431740791310291,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.031635650003796756, 'num_layers': 4}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 21:19:16,szdd6wkh,102.73999786376952,78.35643768310547,73.97135925292969,3.864067792892456,4.336597442626953,4.8325700759887695,76.38072204589844,2.9524953365325928,,relu,batch_norm,cpu,0.031635650003796756,,4.0,,64.0,,,,,1-WL+NN
1380,,,0.0,{'runtime': 634},635.617388010025,1685647517.931066,,,0.024635276460825705,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.029794141592384606, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 21:14:40,7gw9b7b0,93.9000015258789,78.59405517578125,74.80276489257812,2.689738512039185,4.084193229675293,3.963212013244629,80.0620346069336,2.268805980682373,,relu,batch_norm,cpu,0.029794141592384606,,3.0,,64.0,,,,,1-WL+NN
1381,,,0.0,{'runtime': 2289},2290.458009004593,1685648849.066499,,,0.07244760887582583,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.118783197697725, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 21:09:17,yxkjbdak,106.31999969482422,75.38919067382812,73.81021118164062,2.411198377609253,1.960698127746582,2.2764835357666016,76.06067657470703,1.5421985387802124,,relu,batch_norm,cuda,0.118783197697725,,3.0,,16.0,,,,,1-WL+NN
1382,,,0.0,{'runtime': 633},633.9371471405029,1685647142.161306,,,0.002159736024193716,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.008647857536269487, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 21:08:26,lc0btmbf,78.05999755859375,77.5643539428711,74.1883773803711,5.124610424041748,4.217791557312012,4.081705093383789,80.61929321289062,3.899993896484375,,relu,batch_norm,cpu,0.008647857536269487,,3.0,,32.0,,,,,1-WL+NN
1383,,,0.0,{'runtime': 697},698.1309881210327,1685646864.67052,,,0.028576055047866703,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1046980387642492, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 21:02:45,9egptk8q,94.9000015258789,74.31683349609375,69.78893280029297,2.9982988834381104,4.333828926086426,4.095961093902588,73.32502746582031,2.8136234283447266,,relu,batch_norm,cpu,0.1046980387642492,,5.0,,64.0,,,,,1-WL+NN
1384,,,0.0,{'runtime': 518},519.7495291233063,1685646154.012778,,,0.006096998481772443,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.18735344665172424, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 20:53:52,xmvlyner,82.19999694824219,78.09900665283203,73.8693618774414,3.597050905227661,3.278543710708618,4.0296101570129395,80.4814224243164,3.0924806594848633,,relu,batch_norm,cpu,0.18735344665172424,,3.0,,32.0,,,,,1-WL+NN
1385,,,0.0,{'runtime': 976},977.2327220439912,1685646490.674809,,,0.08013445629906328,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.020603690855621727, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 20:51:51,sr50f2gg,107.91999816894533,78.3762435913086,74.26303100585938,3.6412601470947266,3.512566328048706,4.331131935119629,77.27091979980469,2.613070487976074,,relu,batch_norm,cpu,0.020603690855621727,,3.0,,64.0,,,,,1-WL+NN
1386,,,0.0,{'runtime': 529},530.247483253479,1685645619.1012712,,,0.04650880753270103,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.028112224433168367, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 20:44:47,6vqw0xnq,102.62000274658205,78.57424926757812,73.6370620727539,4.134918689727783,3.526209831237793,3.705892562866211,78.23452758789062,2.019270658493042,,relu,batch_norm,cpu,0.028112224433168367,,2.0,,64.0,,,,,1-WL+NN
1387,,,0.0,{'runtime': 858},858.8654718399048,1685645497.57714,,,0.066729662927542,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1727680737508211, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 20:37:16,xxmq4e24,107.04000091552734,73.24752807617188,68.55004119873047,3.493200302124023,4.58104133605957,3.7774856090545654,72.65674591064453,2.644012451171875,,relu,batch_norm,cpu,0.1727680737508211,,4.0,,16.0,,,,,1-WL+NN
1388,,,0.0,{'runtime': 473},474.2721140384674,1685645069.4666162,,,0.0032204738351423786,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07940020840847842, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 20:36:33,krf643f0,79.36000061035156,78.81187438964844,73.81515502929688,5.546685218811035,3.6611533164978023,3.7426462173461914,80.31513977050781,2.6012022495269775,,relu,batch_norm,cpu,0.07940020840847842,,3.0,,64.0,,,,,1-WL+NN
1389,,,0.0,{'runtime': 3292},3293.433400630951,1685647681.7074327,,,0.09940479762936456,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.19503978575588632, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 20:33:06,r1d7i8vi,107.63999938964844,77.84324645996094,76.38928985595703,3.9214742183685303,4.560723304748535,4.417181968688965,79.69059753417969,4.861272811889648,,relu,batch_norm,cuda,0.19503978575588632,,5.0,,64.0,,,,,1-WL+NN
1390,,,0.0,{'runtime': 2350},2351.0404002666473,1685646534.5951324,,,0.06897048247396195,3.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.18987299904562724, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 20:29:42,vor8ai1x,105.18000030517578,84.23783874511719,83.42092895507812,1.8918730020523071,1.6128095388412476,1.9495793581008911,92.38809204101562,1.86816668510437,,relu,batch_norm,cuda,0.18987299904562724,,3.0,,16.0,,,,,1-WL+NN
1391,,,0.0,{'runtime': 586},586.7043282985687,1685644620.0018072,,,0.0010057907001317476,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0971322241738287, 'num_layers': 5}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 20:27:11,6nbcl2la,62.7599983215332,75.64356231689453,72.17728424072266,2.1146717071533203,4.247993469238281,4.371222972869873,77.25308227539062,2.555318832397461,,relu,batch_norm,cpu,0.0971322241738287,,5.0,,32.0,,,,,1-WL+NN
1392,,,0.0,{'runtime': 732},733.4985790252686,1685644577.124423,,,0.0960216835987871,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.09048779075947393, 'num_layers': 4}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 20:24:02,j7x6fav7,106.86000061035156,78.33663940429688,73.70753479003906,3.3197615146636963,3.958576679229736,3.889129161834717,76.41144561767578,2.157432794570923,,relu,batch_norm,cpu,0.09048779075947393,,4.0,,32.0,,,,,1-WL+NN
1393,,,0.0,{'runtime': 820},820.6097509860992,1685644015.949311,,,0.03855691032788347,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1519782115553132, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 20:13:13,tgh00bgc,100.83999633789062,78.59406280517578,74.29730224609375,3.303430557250977,3.9497225284576416,3.740634441375733,79.98428344726562,2.6583468914031982,,relu,batch_norm,cpu,0.1519782115553132,,2.0,,64.0,,,,,1-WL+NN
1394,,,0.0,{'runtime': 678},679.0919690132141,1685643831.0065851,,,0.09020923804148397,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.001752053079528615, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 20:12:30,0wlf2qlt,107.26000213623048,78.29704284667969,73.61502838134766,3.355227470397949,3.310121774673462,4.9558515548706055,77.1241683959961,2.4974443912506104,,relu,batch_norm,cpu,0.001752053079528615,,3.0,,32.0,,,,,1-WL+NN
1395,,,0.0,{'runtime': 772},773.4554190635681,1685643138.167438,,,0.08049630010374871,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.12498674694754552, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:59:23,kk823xke,106.04000091552734,70.0,64.91763305664062,2.547187328338623,5.434972286224365,5.467124938964844,67.3497543334961,4.785401344299316,,relu,batch_norm,cpu,0.12498674694754552,,5.0,,64.0,,,,,1-WL+NN
1396,,,0.0,{'runtime': 821},822.5896871089935,1685643174.872266,,,0.08709167648390546,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04252984939821829, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 19:59:10,bsucnd4i,107.12000274658205,78.17821502685547,73.13159942626953,3.4442498683929443,3.682729005813598,4.512671947479248,77.18431854248047,2.397000312805176,,relu,batch_norm,cpu,0.04252984939821829,,3.0,,16.0,,,,,1-WL+NN
1397,,,0.0,{'runtime': 481},481.78782415390015,1685642351.798521,,,0.021364697733285795,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06530304041450329, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 19:51:08,rpp3sf1d,96.95999908447266,78.6534652709961,74.78491973876953,3.989578247070313,3.2999520301818848,3.8325271606445312,79.30281066894531,2.0452377796173096,,relu,batch_norm,cpu,0.06530304041450329,,2.0,,32.0,,,,,1-WL+NN
1398,,,0.0,{'runtime': 2388},2388.660900592804,1685644163.145439,,,0.09842921939482732,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.005932769169219321, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:49:33,xuvb3eim,106.73999786376952,80.14054107666016,78.37469482421875,3.0892176628112793,1.806223750114441,2.698042392730713,86.31060791015625,2.1374857425689697,,relu,batch_norm,cuda,0.005932769169219321,,3.0,,16.0,,,,,1-WL+NN
1399,,,0.0,{'runtime': 2698},2698.8952057361603,1685644369.8997676,,,0.086387633026847,3.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0911269189352487, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 19:47:49,nqnjwcn6,107.0,74.41081237792969,73.49878692626953,3.5571141242980957,6.5428786277771,6.224930286407471,74.08110809326172,8.412896156311035,,relu,batch_norm,cuda,0.0911269189352487,,5.0,,128.0,,,,,1-WL+NN
1400,,,0.0,{'runtime': 1020},1021.778146982193,1685642333.281559,,,0.06497088201140906,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.14178511513869882, 'num_layers': 4}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 19:41:49,hr243xu0,102.36000061035156,78.33663940429688,73.92052459716797,4.52548360824585,3.948456048965454,4.811173915863037,76.39155578613281,1.984435796737671,,relu,batch_norm,cpu,0.14178511513869882,,4.0,,64.0,,,,,1-WL+NN
1401,,,0.0,{'runtime': 544},544.7442059516907,1685641853.597949,,,0.07496923476252472,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.012776473316882545, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:41:47,10kghqus,107.18000030517578,72.6534652709961,67.57947540283203,2.662590503692627,4.6348772048950195,4.835160732269287,73.89360046386719,4.146652698516846,,relu,batch_norm,cpu,0.012776473316882545,,2.0,,32.0,,,,,1-WL+NN
1402,,,0.0,{'runtime': 721},722.2293331623077,1685641295.53235,,,0.0859418087437041,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.08173850996729447, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:29:31,ugyr1eeg,107.8000030517578,72.11882019042969,68.1893539428711,3.8279316425323486,4.510049819946289,4.230537414550781,70.90262603759766,3.06101655960083,,relu,batch_norm,cpu,0.08173850996729447,,5.0,,16.0,,,,,1-WL+NN
1403,,,0.0,{'runtime': 914},914.7452738285064,1685641295.531164,,,0.02869550483350941,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06326093605787877, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:26:19,enjsgo0h,95.3000030517578,74.17821502685547,69.06965637207031,2.8660576343536377,4.233084678649902,4.778965950012207,73.09398651123047,3.4875600337982178,,relu,batch_norm,cpu,0.06326093605787877,,5.0,,64.0,,,,,1-WL+NN
1404,,,0.0,{'runtime': 1710},1711.073191165924,1685641649.936696,,,0.008226682012465672,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04797041000538174, 'num_layers': 2}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 19:18:57,tpagjvfx,86.0199966430664,82.5027084350586,81.0656967163086,0.1414213627576828,1.478124976158142,1.8978804349899292,91.05256652832033,1.857123613357544,,relu,batch_norm,cuda,0.04797041000538174,,2.0,,16.0,,,,,1-WL+NN
